"No.","Time","Source","Destination","Protocol","Length","Info"
"2126","26.420999278","108.156.83.77","192.168.1.4","TCP","2922","443  >  57250 [PSH, ACK] Seq=12380 Ack=2986 Win=71680 Len=2856 TSval=3600309157 TSecr=4224182676 [TCP segment of a reassembled PDU]"
"2127","26.420999368","108.156.83.77","192.168.1.4","TCP","2922","443  >  57250 [PSH, ACK] Seq=15236 Ack=2986 Win=71680 Len=2856 TSval=3600309160 TSecr=4224182676 [TCP segment of a reassembled PDU]"
"2128","26.420999438","108.156.83.77","192.168.1.4","TLSv1.3","2922","Application Data"
"2129","26.421138989","108.156.83.77","192.168.1.4","TCP","2922","443  >  57250 [PSH, ACK] Seq=20948 Ack=2986 Win=71680 Len=2856 TSval=3600309165 TSecr=4224182676 [TCP segment of a reassembled PDU]"
"2130","26.421139069","108.156.83.77","192.168.1.4","TCP","2922","443  >  57250 [PSH, ACK] Seq=23804 Ack=2986 Win=71680 Len=2856 TSval=3600309168 TSecr=4224182676 [TCP segment of a reassembled PDU]"
"2131","26.421139129","108.156.83.77","192.168.1.4","TCP","2922","443  >  57250 [PSH, ACK] Seq=26660 Ack=2986 Win=71680 Len=2856 TSval=3600309171 TSecr=4224182676 [TCP segment of a reassembled PDU]"
"2132","26.421139199","108.156.83.77","192.168.1.4","TCP","2922","443  >  57250 [PSH, ACK] Seq=29516 Ack=2986 Win=71680 Len=2856 TSval=3600309173 TSecr=4224182676 [TCP segment of a reassembled PDU]"
"2133","26.421163855","108.156.83.77","192.168.1.4","TCP","2922","443  >  57250 [PSH, ACK] Seq=32372 Ack=2986 Win=71680 Len=2856 TSval=3600309176 TSecr=4224182676 [TCP segment of a reassembled PDU]"
"2134","26.421163926","108.156.83.77","192.168.1.4","TLSv1.3","2922","Application Data"
"2135","26.421163996","108.156.83.77","192.168.1.4","TCP","2922","443  >  57250 [PSH, ACK] Seq=38084 Ack=2986 Win=71680 Len=2856 TSval=3600309182 TSecr=4224182676 [TCP segment of a reassembled PDU]"
"2136","26.421164056","108.156.83.77","192.168.1.4","TCP","2922","443  >  57250 [PSH, ACK] Seq=40940 Ack=2986 Win=71680 Len=2856 TSval=3600309185 TSecr=4224182676 [TCP segment of a reassembled PDU]"
"2137","26.421212506","108.156.83.77","192.168.1.4","TCP","2922","443  >  57250 [PSH, ACK] Seq=43796 Ack=2986 Win=71680 Len=2856 TSval=3600309187 TSecr=4224182676 [TCP segment of a reassembled PDU]"
"2138","26.421212576","52.44.165.211","192.168.1.4","TCP","66","[TCP Retransmission] 443  >  36630 [FIN, ACK] Seq=78 Ack=2 Win=179 Len=0 TSval=1405886705 TSecr=120247967"
"2139","26.421221633","192.168.1.4","52.44.165.211","TCP","78","36630  >  443 [ACK] Seq=2 Ack=79 Win=501 Len=0 TSval=120308155 TSecr=1405886705 SLE=78 SRE=79"
"2140","26.421232554","192.168.1.4","108.156.83.77","TCP","66","57250  >  443 [ACK] Seq=2986 Ack=43796 Win=41984 Len=0 TSval=4224185288 TSecr=3600309154"
"2141","26.421668969","192.168.1.4","108.156.83.77","TCP","66","57250  >  443 [ACK] Seq=2986 Ack=46652 Win=57856 Len=0 TSval=4224185289 TSecr=3600309187"
"2142","26.421800284","192.168.1.4","52.44.165.211","TCP","66","36630  >  443 [FIN, ACK] Seq=2 Ack=79 Win=501 Len=0 TSval=120308156 TSecr=1405886705"
"2143","26.465365259","192.168.1.4","142.250.78.4","QUIC","300","Protected Payload (KP0), DCID=e9158bcdd421ce5e"
"2144","26.474440771","192.168.1.4","142.250.78.138","TCP","66","[TCP Previous segment not captured] 46346  >  443 [FIN, ACK] Seq=2 Ack=1 Win=501 Len=0 TSval=1474166235 TSecr=3983700764"
"2145","26.474771108","192.168.1.4","52.55.188.156","TCP","1494","38042  >  443 [ACK] Seq=4073 Ack=295 Win=64128 Len=1428 TSval=2772545670 TSecr=639414907 [TCP segment of a reassembled PDU]"
"2146","26.474792708","192.168.1.4","52.55.188.156","TLSv1.2","1038","Application Data"
"2147","26.476092325","192.168.1.4","52.55.188.156","TLSv1.2","1460","Application Data"
"2148","26.478402320","142.250.78.4","192.168.1.4","QUIC","74","Protected Payload (KP0)"
"2149","26.481648564","192.168.1.4","142.250.78.4","QUIC","75","Protected Payload (KP0), DCID=e9158bcdd421ce5e"
"2150","26.484805050","142.250.78.138","192.168.1.4","TCP","66","[TCP ACKed unseen segment] 443  >  46346 [FIN, ACK] Seq=1 Ack=3 Win=261 Len=0 TSval=3983715722 TSecr=1474166235"
"2151","26.484825899","192.168.1.4","142.250.78.138","TCP","66","46346  >  443 [ACK] Seq=3 Ack=2 Win=501 Len=0 TSval=1474166246 TSecr=3983715722"
"2152","26.490815848","108.156.83.77","192.168.1.4","TCP","2922","443  >  57250 [PSH, ACK] Seq=46652 Ack=2986 Win=71680 Len=2856 TSval=3600309301 TSecr=4224185288 [TCP segment of a reassembled PDU]"
"2153","26.490835494","192.168.1.4","108.156.83.77","TCP","66","57250  >  443 [ACK] Seq=2986 Ack=49508 Win=62976 Len=0 TSval=4224185358 TSecr=3600309301"
"2154","26.492440813","108.156.83.77","192.168.1.4","TLSv1.3","1806","Application Data, Application Data"
"2155","26.492449639","192.168.1.4","108.156.83.77","TCP","66","57250  >  443 [ACK] Seq=2986 Ack=51248 Win=67584 Len=0 TSval=4224185359 TSecr=3600309303"
"2156","26.522347245","52.44.165.211","192.168.1.4","TCP","66","443  >  36630 [ACK] Seq=79 Ack=3 Win=179 Len=0 TSval=1405886825 TSecr=120308156"
"2157","26.557028806","142.250.78.4","192.168.1.4","QUIC","280","Protected Payload (KP0)"
"2158","26.557029056","142.250.78.4","192.168.1.4","QUIC","65","Protected Payload (KP0)"
"2159","26.557201799","192.168.1.4","142.250.78.4","QUIC","81","Protected Payload (KP0), DCID=e9158bcdd421ce5e"
"2160","26.559939162","192.168.1.4","142.250.78.4","QUIC","75","Protected Payload (KP0), DCID=e9158bcdd421ce5e"
"2161","26.569427395","52.55.188.156","192.168.1.4","TCP","66","443  >  38042 [ACK] Seq=295 Ack=6473 Win=81664 Len=0 TSval=639419622 TSecr=2772545670"
"2162","26.571594052","142.250.78.4","192.168.1.4","QUIC","68","Protected Payload (KP0)"
"2163","26.595542706","52.55.188.156","192.168.1.4","TLSv1.2","327","Application Data"
"2164","26.595572882","192.168.1.4","52.55.188.156","TCP","66","38042  >  443 [ACK] Seq=7867 Ack=556 Win=64128 Len=0 TSval=2772545790 TSecr=639419648"
"2165","26.614904652","192.168.1.4","142.250.78.42","TCP","66","[TCP Previous segment not captured] 43744  >  443 [FIN, ACK] Seq=2 Ack=1 Win=501 Len=0 TSval=352516488 TSecr=337460314"
"2166","26.615180096","192.168.1.4","200.21.200.10","DNS","82","Standard query 0xba88 A analytics.blocksite.co"
"2167","26.615193892","192.168.1.4","200.21.200.10","DNS","82","Standard query 0x27f6 AAAA analytics.blocksite.co"
"2168","26.624580766","142.250.78.42","192.168.1.4","TCP","66","[TCP ACKed unseen segment] 443  >  43744 [FIN, ACK] Seq=1 Ack=3 Win=263 Len=0 TSval=337475349 TSecr=352516488"
"2169","26.624606804","192.168.1.4","142.250.78.42","TCP","66","43744  >  443 [ACK] Seq=3 Ack=2 Win=501 Len=0 TSval=352516497 TSecr=337475349"
"2170","26.627196912","200.21.200.10","192.168.1.4","DNS","169","Standard query response 0x27f6 AAAA analytics.blocksite.co SOA ns-1785.awsdns-31.co.uk"
"2171","26.627197273","200.21.200.10","192.168.1.4","DNS","114","Standard query response 0xba88 A analytics.blocksite.co A 107.22.233.127 A 52.44.165.211"
"2172","26.627394361","192.168.1.4","107.22.233.127","TCP","74","58800  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3577309767 TSecr=0 WS=128"
"2173","26.727981727","107.22.233.127","192.168.1.4","TCP","74","443  >  58800 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1440 SACK_PERM TSval=330094965 TSecr=3577309767 WS=256"
"2174","26.728018726","192.168.1.4","107.22.233.127","TCP","66","58800  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3577309868 TSecr=330094965"
"2175","26.728275226","192.168.1.4","107.22.233.127","TLSv1.2","583","Client Hello"
"2176","26.831329489","107.22.233.127","192.168.1.4","TCP","66","443  >  58800 [ACK] Seq=1 Ack=518 Win=28160 Len=0 TSval=330095068 TSecr=3577309868"
"2177","26.831329850","107.22.233.127","192.168.1.4","TLSv1.2","2922","Server Hello"
"2178","26.831359435","192.168.1.4","107.22.233.127","TCP","66","58800  >  443 [ACK] Seq=518 Ack=2857 Win=62976 Len=0 TSval=3577309971 TSecr=330095068"
"2179","26.831329900","107.22.233.127","192.168.1.4","TCP","1406","[TCP Previous segment not captured] 443  >  58800 [PSH, ACK] Seq=4285 Ack=518 Win=28160 Len=1340 TSval=330095069 TSecr=3577309868 [TCP segment of a reassembled PDU], Server Key Exchange, Server Hello Done"
"2180","26.831379963","192.168.1.4","107.22.233.127","TCP","78","[TCP Dup ACK 2178#1] 58800  >  443 [ACK] Seq=518 Ack=2857 Win=62976 Len=0 TSval=3577309971 TSecr=330095068 SLE=4285 SRE=5625"
"2181","26.831329960","107.22.233.127","192.168.1.4","TCP","1494","[TCP Out-Of-Order] 443  >  58800 [ACK] Seq=2857 Ack=518 Win=28160 Len=1428 TSval=330095068 TSecr=3577309868"
"2182","26.831387217","192.168.1.4","107.22.233.127","TCP","66","58800  >  443 [ACK] Seq=518 Ack=5625 Win=60288 Len=0 TSval=3577309971 TSecr=330095068"
"2183","26.832043112","192.168.1.4","107.22.233.127","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"2184","26.832390110","192.168.1.4","107.22.233.127","TLSv1.2","1206","Application Data, Application Data"
"2185","26.832989981","192.168.1.4","107.22.233.127","TLSv1.2","306","Application Data"
"2186","26.930698971","107.22.233.127","192.168.1.4","TCP","66","443  >  58800 [ACK] Seq=5625 Ack=1784 Win=45824 Len=0 TSval=330095168 TSecr=3577309972"
"2187","26.931647392","107.22.233.127","192.168.1.4","TLSv1.2","237","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2188","26.931648164","107.22.233.127","192.168.1.4","TLSv1.2","144","Application Data"
"2189","26.931741919","192.168.1.4","107.22.233.127","TCP","66","58800  >  443 [ACK] Seq=2024 Ack=5874 Win=64128 Len=0 TSval=3577310072 TSecr=330095169"
"2190","26.932214992","192.168.1.4","107.22.233.127","TLSv1.2","104","Application Data"
"2191","26.935926575","107.22.233.127","192.168.1.4","TLSv1.2","156","Application Data"
"2192","26.976146361","192.168.1.4","107.22.233.127","TCP","66","58800  >  443 [ACK] Seq=2062 Ack=5964 Win=64128 Len=0 TSval=3577310116 TSecr=330095174"
"2193","27.000084224","192.168.1.4","108.156.83.77","TCP","1494","57250  >  443 [ACK] Seq=2986 Ack=51248 Win=67584 Len=1428 TSval=4224185867 TSecr=3600309303 [TCP segment of a reassembled PDU]"
"2194","27.000109101","192.168.1.4","108.156.83.77","TLSv1.3","1060","Application Data"
"2195","27.059832077","192.168.1.4","172.64.155.119","TLSv1.2","142","[TCP Previous segment not captured] , Application Data"
"2196","27.061378646","192.168.1.4","172.64.155.119","TLSv1.2","105","Application Data"
"2197","27.066857429","108.156.83.77","192.168.1.4","TCP","66","443  >  57250 [ACK] Seq=51248 Ack=4414 Win=74240 Len=0 TSval=3600309877 TSecr=4224185867"
"2198","27.066857760","108.156.83.77","192.168.1.4","TCP","66","443  >  57250 [ACK] Seq=51248 Ack=5408 Win=77312 Len=0 TSval=3600309877 TSecr=4224185867"
"2199","27.071018532","172.64.155.119","192.168.1.4","TCP","66","[TCP ACKed unseen segment] 443  >  46802 [ACK] Seq=1 Ack=78 Win=7 Len=0 TSval=942917786 TSecr=375005726"
"2200","27.075164586","172.64.155.119","192.168.1.4","TCP","66","443  >  46802 [ACK] Seq=1 Ack=117 Win=7 Len=0 TSval=942917790 TSecr=375005727"
"2201","27.075165007","172.64.155.119","192.168.1.4","TLSv1.2","105","Application Data"
"2202","27.077649407","107.22.233.127","192.168.1.4","TCP","66","443  >  58800 [ACK] Seq=5964 Ack=2062 Win=48128 Len=0 TSval=330095315 TSecr=3577310072"
"2203","27.085858691","172.64.155.119","192.168.1.4","TLSv1.2","148","Application Data"
"2204","27.085859032","172.64.155.119","192.168.1.4","TLSv1.2","199","Application Data"
"2205","27.085859092","172.64.155.119","192.168.1.4","TLSv1.2","97","Application Data"
"2206","27.085945013","192.168.1.4","172.64.155.119","TCP","66","46802  >  443 [ACK] Seq=117 Ack=286 Win=501 Len=0 TSval=375005752 TSecr=942917790"
"2207","27.087168598","192.168.1.4","172.64.155.119","TLSv1.2","101","Application Data"
"2208","27.102205986","192.168.1.4","200.21.200.10","DNS","91","Standard query 0x7e29 A content-autofill.googleapis.com"
"2209","27.102231935","192.168.1.4","200.21.200.10","DNS","91","Standard query 0x5c25 AAAA content-autofill.googleapis.com"
"2210","27.114234254","200.21.200.10","192.168.1.4","DNS","171","Standard query response 0x7e29 A content-autofill.googleapis.com A 142.250.78.42 A 142.250.78.106 A 142.250.78.138 A 142.250.78.170 A 142.250.78.10"
"2211","27.118457112","200.21.200.10","192.168.1.4","DNS","203","Standard query response 0x5c25 AAAA content-autofill.googleapis.com AAAA 2800:3f0:4005:40c::200a AAAA 2800:3f0:4005:409::200a AAAA 2800:3f0:4005:40a::200a AAAA 2800:3f0:4005:40b::200a"
"2212","27.118838314","192.168.1.4","142.250.78.42","QUIC","1292","Initial, DCID=e176f402e6fc9cc2, PKN: 1, PING, CRYPTO, PADDING, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, PADDING"
"2213","27.118922761","192.168.1.4","142.250.78.42","QUIC","119","0-RTT, DCID=e176f402e6fc9cc2"
"2214","27.119692559","192.168.1.4","142.250.78.42","QUIC","568","0-RTT, DCID=e176f402e6fc9cc2"
"2215","27.140821466","172.64.155.119","192.168.1.4","TCP","66","443  >  46802 [ACK] Seq=286 Ack=152 Win=8 Len=0 TSval=942917856 TSecr=375005753"
"2216","27.161668075","142.250.78.42","192.168.1.4","QUIC","1292","Initial, SCID=e176f402e6fc9cc2, PKN: 1, ACK, PADDING"
"2217","27.198335365","142.250.78.42","192.168.1.4","QUIC","1292","Protected Payload (KP0)"
"2218","27.198335766","142.250.78.42","192.168.1.4","QUIC","862","Protected Payload (KP0)"
"2219","27.198335816","142.250.78.42","192.168.1.4","QUIC","64","Protected Payload (KP0)"
"2220","27.198335876","142.250.78.42","192.168.1.4","QUIC","220","Protected Payload (KP0)"
"2221","27.198335936","142.250.78.42","192.168.1.4","QUIC","66","Protected Payload (KP0)"
"2222","27.198790655","192.168.1.4","142.250.78.42","QUIC","120","Handshake, DCID=e176f402e6fc9cc2"
"2223","27.198863331","192.168.1.4","142.250.78.42","QUIC","73","Protected Payload (KP0), DCID=e176f402e6fc9cc2"
"2224","27.198894750","192.168.1.4","142.250.78.42","QUIC","75","Protected Payload (KP0), DCID=e176f402e6fc9cc2"
"2225","27.198921530","192.168.1.4","142.250.78.42","QUIC","75","Protected Payload (KP0), DCID=e176f402e6fc9cc2"
"2226","27.198951225","192.168.1.4","142.250.78.42","QUIC","73","Protected Payload (KP0), DCID=e176f402e6fc9cc2"
"2227","27.209628359","142.250.78.42","192.168.1.4","QUIC","162","Protected Payload (KP0)"
"2228","27.223872115","108.156.83.77","192.168.1.4","TLSv1.3","971","Application Data"
"2229","27.235446554","192.168.1.4","142.250.78.42","QUIC","74","Protected Payload (KP0), DCID=e176f402e6fc9cc2"
"2230","27.266141089","192.168.1.4","108.156.83.77","TCP","66","57250  >  443 [ACK] Seq=5408 Ack=52153 Win=70528 Len=0 TSval=4224186133 TSecr=3600310034"
"2231","27.285516870","192.168.1.4","108.156.83.77","TCP","1494","57250  >  443 [ACK] Seq=5408 Ack=52153 Win=70528 Len=1428 TSval=4224186152 TSecr=3600310034 [TCP segment of a reassembled PDU]"
"2232","27.285543560","192.168.1.4","108.156.83.77","TLSv1.3","1123","Application Data"
"2233","27.285641132","142.250.78.42","192.168.1.4","QUIC","598","Protected Payload (KP0)"
"2234","27.285641393","142.250.78.42","192.168.1.4","QUIC","107","Protected Payload (KP0)"
"2235","27.285812082","192.168.1.4","142.250.78.42","QUIC","77","Protected Payload (KP0), DCID=e176f402e6fc9cc2"
"2236","27.287181129","192.168.1.4","108.156.83.77","TLSv1.3","296","Application Data"
"2237","27.310944145","192.168.1.4","142.250.78.42","QUIC","74","Protected Payload (KP0), DCID=e176f402e6fc9cc2"
"2238","27.322872877","142.250.78.42","192.168.1.4","QUIC","68","Protected Payload (KP0)"
"2239","27.354866427","108.156.83.77","192.168.1.4","TCP","66","443  >  57250 [ACK] Seq=52153 Ack=7893 Win=81920 Len=0 TSval=3600310165 TSecr=4224186152"
"2240","27.354867038","108.156.83.77","192.168.1.4","TCP","66","443  >  57250 [ACK] Seq=52153 Ack=8123 Win=84992 Len=0 TSval=3600310165 TSecr=4224186154"
"2241","27.435022710","192.168.1.4","108.156.83.77","TCP","1494","57250  >  443 [ACK] Seq=8123 Ack=52153 Win=70528 Len=1428 TSval=4224186302 TSecr=3600310165 [TCP segment of a reassembled PDU]"
"2242","27.435079927","192.168.1.4","108.156.83.77","TLSv1.3","1227","Application Data"
"2243","27.436687129","192.168.1.4","108.156.83.77","TCP","1494","57250  >  443 [ACK] Seq=10712 Ack=52153 Win=70528 Len=1428 TSval=4224186304 TSecr=3600310165 [TCP segment of a reassembled PDU]"
"2244","27.436698981","192.168.1.4","108.156.83.77","TLSv1.3","948","Application Data"
"2245","27.461466133","192.168.1.4","142.250.78.129","TCP","66","[TCP Previous segment not captured] 48386  >  443 [FIN, ACK] Seq=2 Ack=1 Win=501 Len=0 TSval=365973853 TSecr=113862099"
"2246","27.461718014","192.168.1.4","200.21.200.10","DNS","72","Standard query 0x8b7b A bat.bing.com"
"2247","27.461735687","192.168.1.4","200.21.200.10","DNS","72","Standard query 0x737a AAAA bat.bing.com"
"2248","27.463446252","192.168.1.4","199.232.49.44","TLSv1.2","142","[TCP Previous segment not captured] , Application Data"
"2249","27.464956322","192.168.1.4","199.232.49.44","TLSv1.2","105","Application Data"
"2250","27.465599223","192.168.1.4","199.232.49.140","TLSv1.2","130","[TCP Previous segment not captured] , Application Data"
"2251","27.466445414","192.168.1.4","199.232.49.140","TLSv1.2","105","Application Data"
"2252","27.479708518","192.168.1.4","200.21.200.10","DNS","76","Standard query 0x03e8 A tm.vendemore.com"
"2253","27.479735889","192.168.1.4","200.21.200.10","DNS","76","Standard query 0xc9e7 AAAA tm.vendemore.com"
"2254","27.481062948","192.168.1.4","200.21.200.10","DNS","75","Standard query 0xa524 A ws.zoominfo.com"
"2255","27.481087233","192.168.1.4","200.21.200.10","DNS","75","Standard query 0xe43a AAAA ws.zoominfo.com"
"2256","27.481458487","192.168.1.4","200.21.200.10","DNS","68","Standard query 0x7bda A j.6sc.co"
"2257","27.481477593","192.168.1.4","200.21.200.10","DNS","68","Standard query 0xe4c4 AAAA j.6sc.co"
"2258","27.492148284","142.250.78.129","192.168.1.4","TCP","66","[TCP ACKed unseen segment] 443  >  48386 [FIN, ACK] Seq=1 Ack=3 Win=261 Len=0 TSval=113876337 TSecr=365973853"
"2259","27.492219046","192.168.1.4","142.250.78.129","TCP","66","48386  >  443 [ACK] Seq=3 Ack=2 Win=501 Len=0 TSval=365973884 TSecr=113876337"
"2260","27.492148945","199.232.49.44","192.168.1.4","TCP","66","[TCP ACKed unseen segment] 443  >  57400 [ACK] Seq=1 Ack=78 Win=296 Len=0 TSval=2227541883 TSecr=464309261"
"2261","27.492148965","199.232.49.44","192.168.1.4","TLSv1.2","278","Application Data"
"2262","27.492500522","192.168.1.4","199.232.49.44","TLSv1.2","101","Application Data"
"2263","27.494027444","200.21.200.10","192.168.1.4","DNS","172","Standard query response 0x737a AAAA bat.bing.com CNAME bat-bing-com.a-0001.a-msedge.net CNAME dual-a-0001.a-msedge.net AAAA 2620:1ec:c11::200"
"2264","27.494027725","200.21.200.10","192.168.1.4","DNS","176","Standard query response 0x8b7b A bat.bing.com CNAME bat-bing-com.a-0001.a-msedge.net CNAME dual-a-0001.a-msedge.net A 13.107.21.200 A 204.79.197.200"
"2265","27.494216227","192.168.1.4","13.107.21.200","TCP","74","55504  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2059569563 TSecr=0 WS=128"
"2266","27.495892368","199.232.49.140","192.168.1.4","TCP","66","[TCP ACKed unseen segment] 443  >  37176 [ACK] Seq=1 Ack=66 Win=288 Len=0 TSval=375902305 TSecr=234613772"
"2267","27.495892578","199.232.49.140","192.168.1.4","TCP","66","443  >  37176 [ACK] Seq=1 Ack=105 Win=288 Len=0 TSval=375902305 TSecr=234613773"
"2268","27.495892598","199.232.49.44","192.168.1.4","TCP","66","443  >  57400 [ACK] Seq=213 Ack=117 Win=296 Len=0 TSval=2227541887 TSecr=464309263"
"2269","27.495892628","199.232.49.44","192.168.1.4","TLSv1.2","105","Application Data"
"2270","27.495892648","199.232.49.140","192.168.1.4","TLSv1.2","105","Application Data"
"2271","27.495892678","199.232.49.140","192.168.1.4","TLSv1.2","138","Application Data"
"2272","27.495992815","192.168.1.4","199.232.49.140","TCP","66","37176  >  443 [ACK] Seq=105 Ack=112 Win=501 Len=0 TSval=234613803 TSecr=375902305"
"2273","27.496563441","192.168.1.4","199.232.49.140","TLSv1.2","101","Application Data"
"2274","27.498663153","200.21.200.10","192.168.1.4","DNS","170","Standard query response 0x7bda A j.6sc.co CNAME j2.6sc.co.edgekey.net CNAME e212585.b.akamaiedge.net A 92.122.157.150 A 92.122.157.139"
"2275","27.498663434","200.21.200.10","192.168.1.4","DNS","199","Standard query response 0xe4c4 AAAA j.6sc.co CNAME j2.6sc.co.edgekey.net CNAME e212585.b.akamaiedge.net SOA n0b.akamaiedge.net"
"2276","27.498663454","200.21.200.10","192.168.1.4","DNS","107","Standard query response 0xa524 A ws.zoominfo.com A 104.16.137.15 A 104.16.136.15"
"2277","27.498663484","200.21.200.10","192.168.1.4","DNS","131","Standard query response 0xe43a AAAA ws.zoominfo.com AAAA 2606:4700::6810:880f AAAA 2606:4700::6810:890f"
"2278","27.498933738","192.168.1.4","92.122.157.150","TCP","74","46568  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3186769287 TSecr=0 WS=128"
"2279","27.499227086","192.168.1.4","104.16.137.15","QUIC","1292","Initial, DCID=407fc6b5e26fb0e5, PKN: 1, PING, PING, PING, PING, PADDING, PING, PADDING, CRYPTO, PADDING, PING"
"2280","27.499310412","192.168.1.4","104.16.137.15","QUIC","122","0-RTT, DCID=407fc6b5e26fb0e5"
"2281","27.499429334","192.168.1.4","104.16.137.15","QUIC","626","0-RTT, DCID=407fc6b5e26fb0e5"
"2282","27.502854692","108.156.83.77","192.168.1.4","TCP","66","443  >  57250 [ACK] Seq=52153 Ack=9551 Win=88064 Len=0 TSval=3600310313 TSecr=4224186302"
"2283","27.502855013","108.156.83.77","192.168.1.4","TCP","66","443  >  57250 [ACK] Seq=52153 Ack=10712 Win=90624 Len=0 TSval=3600310313 TSecr=4224186302"
"2284","27.506866646","108.156.83.77","192.168.1.4","TCP","66","443  >  57250 [ACK] Seq=52153 Ack=13022 Win=95232 Len=0 TSval=3600310317 TSecr=4224186304"
"2285","27.519284441","200.21.200.10","192.168.1.4","DNS","271","Standard query response 0xc9e7 AAAA tm.vendemore.com CNAME tr-web.bisnode.com CNAME public-ingress-lb-tr-prod-4c9f5e0631673821.elb.eu-central-1.amazonaws.com SOA ns-1390.awsdns-45.org"
"2286","27.519284601","200.21.200.10","192.168.1.4","DNS","221","Standard query response 0x03e8 A tm.vendemore.com CNAME tr-web.bisnode.com CNAME public-ingress-lb-tr-prod-4c9f5e0631673821.elb.eu-central-1.amazonaws.com A 3.121.48.255 A 3.120.63.212"
"2287","27.519284621","199.232.49.44","192.168.1.4","TCP","66","443  >  57400 [ACK] Seq=252 Ack=152 Win=296 Len=0 TSval=2227541911 TSecr=464309290"
"2288","27.520034592","192.168.1.4","3.121.48.255","TCP","74","54774  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3574350295 TSecr=0 WS=128"
"2289","27.521587813","192.168.1.4","200.21.200.10","DNS","77","Standard query 0xb302 A v2.listenloop.com"
"2290","27.521602090","192.168.1.4","200.21.200.10","DNS","77","Standard query 0xbe00 AAAA v2.listenloop.com"
"2291","27.523224450","199.232.49.140","192.168.1.4","TCP","66","443  >  37176 [ACK] Seq=112 Ack=140 Win=288 Len=0 TSval=375902333 TSecr=234613803"
"2292","27.531230896","92.122.157.150","192.168.1.4","TCP","74","443  >  46568 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1440 SACK_PERM TSval=4144504072 TSecr=3186769287 WS=128"
"2293","27.531256534","192.168.1.4","92.122.157.150","TCP","66","46568  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3186769319 TSecr=4144504072"
"2294","27.531394461","192.168.1.4","92.122.157.150","TLSv1.3","659","Client Hello"
"2295","27.536137431","192.168.1.4","199.232.49.44","TCP","66","57400  >  443 [ACK] Seq=152 Ack=252 Win=501 Len=0 TSval=464309334 TSecr=2227541887"
"2296","27.537259938","200.21.200.10","192.168.1.4","DNS","109","Standard query response 0xb302 A v2.listenloop.com A 172.67.141.134 A 104.21.79.33"
"2297","27.537260198","200.21.200.10","192.168.1.4","DNS","133","Standard query response 0xbe00 AAAA v2.listenloop.com AAAA 2606:4700:3031::ac43:8d86 AAAA 2606:4700:3033::6815:4f21"
"2298","27.538234909","192.168.1.4","172.67.141.134","QUIC","1292","Initial, DCID=a07cf124b6f833e7, PKN: 1, CRYPTO, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, PADDING, PING, PADDING, CRYPTO, CRYPTO, PING, PADDING, PING, PADDING, CRYPTO, CRYPTO"
"2299","27.541022435","13.107.21.200","192.168.1.4","TCP","66","443  >  55504 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"2300","27.541050237","192.168.1.4","13.107.21.200","TCP","54","55504  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0"
"2301","27.541224653","192.168.1.4","13.107.21.200","TLSv1.2","640","Client Hello"
"2302","27.544410995","192.168.1.4","199.232.49.140","TLSv1.2","339","[TCP Previous segment not captured] , Application Data"
"2303","27.545313541","192.168.1.4","200.21.200.10","DNS","75","Standard query 0x039b A tr.outbrain.com"
"2304","27.545335772","192.168.1.4","200.21.200.10","DNS","75","Standard query 0x9e9d AAAA tr.outbrain.com"
"2305","27.545960890","192.168.1.4","199.232.49.140","TLSv1.2","105","Application Data"
"2306","27.547323986","192.168.1.4","200.21.200.10","DNS","77","Standard query 0x6566 A wave.outbrain.com"
"2307","27.547349884","192.168.1.4","200.21.200.10","DNS","77","Standard query 0x7264 AAAA wave.outbrain.com"
"2308","27.557198831","192.168.1.4","199.232.49.44","TLSv1.2","1186","Application Data"
"2309","27.558524697","200.21.200.10","192.168.1.4","DNS","174","Standard query response 0x6566 A wave.outbrain.com CNAME wildcard.outbrain.com.edgekey.net CNAME e10883.g.akamaiedge.net A 23.14.81.116"
"2310","27.558525028","200.21.200.10","192.168.1.4","DNS","216","Standard query response 0x7264 AAAA wave.outbrain.com CNAME wildcard.outbrain.com.edgekey.net CNAME e10883.g.akamaiedge.net SOA n0g.akamaiedge.net"
